SchoolName,COUNTA of Level,School Type,Jewish,Catholic,Religious,Student Teacher Ratio,Students
"PS 049 WILLIS AVENUE, PS 723",2,0,0,0,0,4.7000000,393.0
PS 051,0,0,0,0,0,16.5800000,199.0
PS 055 MAURE,2,0,0,0,0,17.3200000,485.0
PS 058,2,0,0,0,0,11.1200000,289.0
PS 071 FOREST,3,0,0,0,0,15.2800000,547.0
PS 088 SENECA,2,0,0,0,0,15.6700000,662.0
PS 096,1,0,0,0,0,17.1200000,291.0
PS 005 HUGUENOT,0,0,0,0,0,13.9200000,295.0
"PS 102 JACQUES CARTIER, P169M @ PS 102M",1,0,0,0,0,4.8700000,638.0
PS 106,0,0,0,0,0,4.8700000,638.0
"PS 111 JACOB BLACKWELL, VOICE CHARTER SCHOOL-ANNEX",1,0,0,0,0,10.6600000,397.0
"PS 115 ALEXANDER HUMBOLDT, KIPP STAR CHARTER SCHOOL",3,0,0,0,0,10.6400000,351.0
PS 120 QUEENS,1,0,0,0,0,13.9300000,699.0
PS 121 QUEENS,1,0,0,0,0,15.5400000,715.0
PS 123,0,0,0,0,0,14.6500000,522.0
"PS 123 MAHALIA JACKSON, SUCCESS ACAD CHARTER SCHOOL-HARLEM 5",0,0,0,0,0,10.6900000,399.0
PS 127 AEROSPACE SCIENCE MAGNET,2,0,0,0,0,13.0400000,1056.0
"PS 127 MCKINLEY PARK, RALPH A FABRIZIO SCHOOL ANNEX",0,0,0,0,0,11.9800000,589.0
PS 131 BROOKLYN,1,0,0,0,0,12.8900000,583.0
PS 133 FRED R MOORE ACADEMT,2,0,0,0,0,8.8800000,185.0
PS 133 QUEENS,1,0,0,0,0,16.9200000,570.0
"PS 134 HOLLIS, P233Q AT Q134",0,0,0,0,0,12.3300000,493.0
"PS 139 REGO PARK, PS Q177",0,0,0,0,0,14.8700000,565.0
"PS 140 EDWARD K ELLINGTON, PS Q811",1,0,0,0,0,14.9700000,354.0
"PS 146 ANN M SHORT, P169M @ PS 146 ANN M SHORT",3,0,0,0,0,7.8700000,309.0
PS 148 QUEENS,2,0,0,0,0,14.6500000,678.0
PS 150 QUEENS,2,0,0,0,0,17.4300000,194.0
PS 150 QUEENS,2,0,0,0,0,15.4800000,771.0
PS 150 QUEENS,0,0,0,0,0,17.4300000,194.0
PS 150 QUEENS,0,0,0,0,0,15.4800000,771.0
"PS 154 JONATHAN D HYATT, SOUTH BRONX CLASSICAL CHARTER SCH II",2,0,0,0,0,8.4500000,223.0
"PS 154 QUEENS, PS Q255",0,0,0,0,0,14.6700000,570.0
PS 155,0,0,0,0,0,17.1200000,508.0
PS 159,1,0,0,0,0,15.0300000,556.0
PS 160,1,0,0,0,0,4.8700000,638.0
"PS 161 ARTHUR ASHE SCHOOL, PS Q004 @ P161Q",1,0,0,0,0,15.1900000,528.0
"PS 163 BATH BEACH, PS 370",2,0,0,0,0,12.1500000,607.0
"PS 164 CAESAR RODNEY, PS K077",1,0,0,0,0,11.2800000,509.0
"PS 175 HENRY H GARNET, SUCCESS ACADEMY HARLEM N CENTRAL CS",2,0,0,0,0,11.5300000,289.0
PS 182,0,0,0,0,0,15.4700000,458.0
PS 182 SAMANTHA SMITH ANNEX,1,0,0,0,0,9.8100000,638.0
"PS 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE, PS 36",0,0,0,0,0,11.5700000,592.0
PS 198 BROOKLYN,2,0,0,0,0,13.4000000,293.0
"PS 198 ISADOR E IDA STRAUS, PS 77 LOWER LAB SCHOOL",3,0,0,0,0,14.3400000,459.0
PS 199 MAURICE A FITZGERALD ANNEX,1,0,0,0,0,12.9500000,531.0
"PS 20 POGEORGE J WERDAN III, PS 168",1,0,0,0,0,5.1900000,576.0
"PS 204 MORRIS HEIGHTS, P723X @ P204X",2,0,0,0,0,11.3000000,560.0
"PS 205 ALEXANDER GRAHAM BELL, PS Q224",0,0,0,0,0,13.3300000,237.0
PS 209,1,0,0,0,0,13.3600000,187.0
PS 212,2,0,0,0,0,11.8300000,616.0
"PS 215 MORRIS H WEISS, PS K231",0,0,0,0,0,16.9100000,707.0
"PS 221 TOUSSAINT L'OUVERTURE, OCEAN HILL ELEMENTARY CHARTER SCHOOL",0,0,0,0,0,10.7300000,161.0
"PS 233 LANGSTON HUGHES, NEW AMERICAN ACADEMY CHARTER SCHOOL",1,0,0,0,0,14.3300000,258.0
"PS 235 JANICE MARIE KNIGHT SCHOOL ANNEX, PS 135 SHELDON A BROOKNER",0,0,0,0,0,12.8700000,308.0
"PS 236 MILL BASIN, PS K771",2,0,0,0,0,15.8900000,572.0
"PS 238 ANNE SULLIVAN, P231K @ PS 238K",2,0,0,0,0,10.6900000,592.0
"PS 239, ROBERT E PEARY SCHOOL",2,0,0,0,0,5.7700000,572.0
PS 245,0,0,0,0,0,11.3400000,223.0
PS 247 BROOKLYN,0,0,0,0,0,9.6800000,530.0
PS 251 QUEENS,0,0,0,0,0,12.0900000,245.0
PS 253,0,0,0,0,0,14.1100000,875.0
"PS 253, PS Q256",0,0,0,0,0,14.1100000,875.0
"PS 254 - THE ROSA PARKS SCHOOL, ROBERT E PEARY SCHOOL",0,0,0,0,0,5.7700000,572.0
PS 273,0,0,0,0,0,9.8600000,316.0
"PS 277, P469X AT X027",2,0,0,0,0,10.5300000,304.0
"PS 279 HERMAN SCHREIBER, LEADERSHIP PREP CANARSIE MIDDLE ACAD",1,0,0,0,0,16.1900000,277.0
PS 280,0,0,0,0,0,12.7800000,473.0
"PS 289 GEORGE V BROWER, P396K @ PS 289K",0,0,0,0,0,11.7900000,283.0
PS 310,2,0,0,0,0,4.8700000,638.0
"PS 329 SURFSIDE, PS K771",0,0,0,0,0,12.2700000,313.0
PS 340,3,0,0,0,0,12.5100000,462.0
PS 340 ANNEX,0,0,0,0,0,12.5100000,462.0
PS 354,3,0,0,0,0,4.7300000,232.0
PS 36,4,0,0,0,0,4.4100000,388.0
PS 360,0,0,0,0,0,12.2200000,305.0
PS 360,0,0,0,0,0,15.4000000,308.0
PS 368,3,0,0,0,0,4.0900000,220.0
PS 370,0,0,0,0,0,4.4700000,246.0
"PS 38 ROBERTO CLEMENTE, HARLEM PREP CHARTER MIDDLE SCHOOL",3,0,0,0,0,8.7900000,165.0
PS 398,2,0,0,0,0,11.0100000,244.0
PS 452,1,0,0,0,0,16.5000000,363.0
"PS 770 NEW AMERICAN ACADEMY, PS 398 WALTER WEAVER",3,0,0,0,0,11.0100000,244.0
PS 971,0,0,0,0,0,9.7000000,388.0
"PS K004, PS 109",1,0,0,0,0,4.8700000,638.0
"PS K036, PS 208 ELSA EBELING",3,0,0,0,0,11.5700000,266.0
PS K134,2,0,0,0,0,12.3300000,493.0
PS M079 - HORAN SCHOOL,0,0,0,0,0,4.6700000,224.0
PS 43 ANNEX,0,0,0,0,0,5.3200000,399.0
"PS Q009, IS 238 - SUSAN B ANTHONY ACADEMY",1,0,0,0,0,12.2500000,907.0
PS Q016 THE NANCY DEBENEDITTIS SCHOOL,0,0,0,0,0,14.4100000,1058.0
PS Q023 @ QUEENS CHILDREN CENTER,1,0,0,0,0,5.0400000,267.0
PS Q177,2,0,0,0,0,4.8600000,512.0
"PS Q177, PS/IS 295",0,0,0,0,0,13.2100000,536.0
PS Q233,0,0,0,0,0,4.9200000,490.0
PS Q233,0,0,0,0,0,4.9200000,490.0
PS Q811,0,0,0,0,0,5.0000000,452.0
PS Q811,2,0,0,0,0,5.0000000,452.0
"PS Q993, PS 130",0,0,0,0,0,13.7200000,358.0
PS X811,1,0,0,0,0,6.1900000,582.0
PS/MS 004 CROTONA PARK WEST,2,0,0,0,0,12.2500000,343.0
"P009Q @ P182Q SAMANTHA SMITH, PS 182 SAMANTHA SMITH",1,0,0,0,0,9.8100000,638.0
"P036K @ K224, PS 224 HALE A WOODRUFF",0,0,0,0,0,6.5200000,450.0
P169M @ ROBERT F KENNEDY,3,0,0,0,0,4.2400000,301.0
"PRE-K CENTER @ 500 19TH ST BROOKLYN, MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION",2,0,0,0,0,8.9200000,344.0
"RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, THE RICHARD H HUNGERFORD SCHOOL",2,0,0,0,0,10.3300000,741.0
"ROBERT E PEARY SCHOOL, PS 223 LYNDON B JOHNSON",0,0,0,0,0,14.4200000,461.0
"THE RIVERVIEW SCHOOL @ Q290, PS 290",0,0,0,0,0,14.9800000,732.0
"WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, ALC- BRIGHTON ACADEMY, PS 370",0,0,0,0,0,10.7400000,606.0
